시군명,업종구분명,시설명,교습과정명,전화번호,소재지우편번호,소재지지번주소,소재지도로명주소,WGS84위도,WGS84경도 
남양주시,학원,다산종로엠학원,입시.검정 및 보습,,12285,"경기도 남양주시 다산동 6053-2번지 푸리마타워 904호,905호","경기도 남양주시 다산순환로 356 , 904호,905호 (다산동, 푸리마타워)",37.6252060834,127.1553811646
남양주시,학원,제제아트미술학원,예능(대),,12248,경기도 남양주시 다산동 6019번지 408호,"경기도 남양주시 다산중앙로171번길 32 , 408호 (다산동)",37.6287741335,127.1488369258
남양주시,학원,파머스보습학원,입시.검정 및 보습,031-572-0506,12105,경기도 남양주시 별내동 936-4번지 4층 일부,"경기도 남양주시 두물로 19 , 4층 일부 (별내동)",37.6558091944,127.1266137726
남양주시,학원,이앤아이음악학원,예능(대),031-521-7513,12209,경기도 남양주시 와부읍 덕소리 141-44번지 지영빌딩 401호 일부,경기도 남양주시 와부읍 덕소로97번길 51  지영빌딩 401호일부,37.5876940151,127.2171601248
남양주시,학원,모리수학학원,입시.검정 및 보습,,12285,경기도 남양주시 다산동 6053-2번지 다산진건지구 상업2-7-3 705호,"경기도 남양주시 다산순환로 356 , 705호 (다산동, 다산진건지구 상업2-7-3)",37.6252060834,127.1553811646
남양주시,학원,그림속풍경미술학원,예능(대),031-577-4469,12209,경기도 남양주시 와부읍 덕소리 497-9번지 MIN빌딩 3층,경기도 남양주시 와부읍 덕소로97번길 29    MIN빌딩3층,37.5865535850,127.2151936223
남양주시,교습소,영어의혁명영어교습소,보통교과,,12249,경기도 남양주시 다산동 6176-1번지 광장프라자 503호,"경기도 남양주시 미금로 239 , 503호 (다산동, 광장프라자)",37.6110545652,127.1646239678
남양주시,학원,삼성영어다산하늘교실학원,입시.검정 및 보습,,12248,경기도 남양주시 다산동 6021번지 욱현하이브 403호,"경기도 남양주시 다산중앙로171번길 40 , 403호 (다산동)",37.6287895598,127.1479642180
남양주시,교습소,다모바이올린음악교습소,예능,,12102,경기도 남양주시 별내동 1072번지 남양주별내스위첸아파트 117호,"경기도 남양주시 별내5로 81 , 117호 (별내동, 남양주 별내 스위첸 아파트)",37.6548306213,127.1165855393
남양주시,학원,이플미술학원,예능(대),,12106,경기도 남양주시 별내동 975-1번지 별내역 파라곤스퀘어 D259호,"경기도 남양주시 순화궁로 249 , D259호 (별내동, 별내역 파라곤스퀘어)",37.6519200586,127.1280843097
남양주시,교습소,그린꿈미술교습소,예능,,12071,경기도 남양주시 진접읍 내각리 188-54번지 1층 일부,"경기도 남양주시 진접읍 내각1로73번안길 15 , 1층일부 (진접읍)",37.7067225269,127.1645904083
남양주시,학원,고수수학스카이학원,입시.검정 및 보습,031-551-1131,12249,"경기도 남양주시 다산동 6176-1번지 광장프라자 410호, 413호","경기도 남양주시 미금로 239 , 410호, 413호 (다산동, 광장프라자)",37.6110545652,127.1646239678
남양주시,교습소,예음필음악교습소,예능,,12252,경기도 남양주시 다산동 4026-6번지 도농한신아파트 207호,"경기도 남양주시 미금로56번길 19 , 207호 (다산동, 도농한신아파트)",37.6102840264,127.1537391821
남양주시,학원,플라즈마학원,입시.검정 및 보습,,12207,경기도 남양주시 와부읍 덕소리 177-20번지 강산빌딩 404호,"경기도 남양주시 와부읍 수레로 88 , 404호 (와부읍)",37.5912782074,127.2196045755
남양주시,교습소,뮤엠영어신촌영어교습소,보통교과,,12222,경기도 남양주시 평내동 581번지 평내마을 평내1차 대주파크빌 203호,"경기도 남양주시 평내로 121 , 203호 (평내동, 평내마을 평내1차 대주파크빌)",37.6458447364,127.2388286940
남양주시,학원,송정학원,입시.검정 및 보습,031-595-7722,12225,"경기도 남양주시 평내동 550번지 204,302,303호","경기도 남양주시 경춘로1256번길 20 , 204,302,303호 (평내동)",37.6451521192,127.2354191529
남양주시,학원,수공감학원,입시.검정 및 보습,,12285,경기도 남양주시 다산동 6130-5번지 다산진건지구 근생 3-2-2 404호,"경기도 남양주시 다산순환로 432 , 404호 (다산동, 다산진건지구 근생 3-2-2)",37.6188763838,127.1576993301
남양주시,학원,어벤져스학원,입시.검정 및 보습,031-595-4235,12226,경기도 남양주시 평내동 603번지 씨티프라자 502호,"경기도 남양주시 의안로 129-24 , 502호 (평내동, 씨티프라자)",37.6433811734,127.2375224400
남양주시,학원,차이와반복학원,입시.검정 및 보습,031-595-7311,12175,경기도 남양주시 화도읍 마석우리 383-6번지 중흥프라자 404호,"경기도 남양주시 화도읍 맷돌로 118 , 404 (화도읍,중흥프라자)",37.6572996938,127.3032864143
남양주시,교습소,다채미술교습소,예능,,12258,경기도 남양주시 다산동 3720번지 힐스테이트 황금산 111호 일부,"경기도 남양주시 경춘로 468-40 , 111호 일부 (다산동, 힐스테이트 황금산)",37.6082536983,127.1654409613
남양주시,학원,소리별피아노학원,예능(대),031-514-1010,12226,경기도 남양주시 평내동 601번지 304 305호,경기도 남양주시 의안로 155-1 304 305호(평내동),37.6440358564,127.2401045772
남양주시,학원,한스실용음악학원,예능(대),031-577-8285,12275,경기도 남양주시 와부읍 도곡리 1042-11번지 3층 전체,"경기도 남양주시 와부읍 덕소로 242-6 , 3층전체 (와부읍)",37.5790279917,127.2230594662
남양주시,학원,맑은숲국어논술학원,입시.검정 및 보습,,12209,경기도 남양주시 와부읍 덕소리 496-1번지 고성빌딜 3층 일부,"경기도 남양주시 와부읍 덕소로97번길 29-1 , 3층 일부 (와부읍, 고성빌딜)",37.5866801281,127.2153403854
남양주시,학원,국풍2000별내관학원,입시.검정 및 보습,031-515-4009,12102,경기도 남양주시 별내동 1097-1번지 신성프라자 604호,"경기도 남양주시 별내5로5번길 15 , 604호 (별내동)",37.6504095201,127.1124365485
남양주시,교습소,스터디온수학교습소,보통교과,,12097,경기도 남양주시 별내동 826-6번지 불암타워 402호,"경기도 남양주시 별내3로 326 , 402호 (별내동, 불암타워)",37.6665237111,127.1174324883
남양주시,교습소,제이엘서울대수학교습소,보통교과,,12186,경기도 남양주시 화도읍 창현리 765번지 경향아파트 상가동 206호,"경기도 남양주시 화도읍 수레로1233번길 9 , 상가동 206호 (화도읍, 경향아파트)",37.6469940185,127.3012958374
남양주시,학원,플랜어학원,국제화,031-566-2114,12284,"경기도 남양주시 다산동 6217-6번지 503호, 504호","경기도 남양주시 다산지금로 142 , 503호, 504호 (다산동)",37.6002902657,127.1734746212
남양주시,학원,비욘드잉글리쉬다산별빛학원,입시.검정 및 보습,,12249,경기도 남양주시 다산동 6124-2번지 406호,"경기도 남양주시 다산중앙로82번길 80 , 406호 (다산동)",37.6197766028,127.1635762832
남양주시,학원,큰솔학원,입시.검정 및 보습,031-568-3398,12285,경기도 남양주시 다산동 6130-1번지 404호,"경기도 남양주시 다산순환로 420 , 404호 (다산동)",37.6199941015,127.1577168688
남양주시,교습소,그리미감성미술교습소,예능,,12252,경기도 남양주시 다산동 4435번지 남양주도농사랑으로부영7단지 상가동 203호,"경기도 남양주시 도농로 49 , 남양주도농사랑으로 부영7단지 상가동 203호 (도농동)",37.6100477225,127.1561535855
남양주시,학원,이상화국어학원,입시.검정 및 보습,,12105,경기도 남양주시 별내동 931-4번지 404호,"경기도 남양주시 두물로11번길 40-19 , 404호 (별내동)",37.6575723383,127.1255165629
남양주시,학원,멘토르수학학원,입시.검정 및 보습,,12223,경기도 남양주시 평내동 579-3번지 평내엠투프라자 807호,"경기도 남양주시 평내로29번길 49 , 807호 (평내동, 평내엠투프라자)",37.6458736953,127.2356433043
남양주시,학원,이화뮤직스쿨음악학원,예능(대),031-527-2030,12050,경기도 남양주시 오남읍 오남리 413-2번지 2층 전체,경기도 남양주시 오남읍 진건오남로 516-24   2층 전체,37.6791654554,127.2110068275
남양주시,학원,대왕국어영어수학학원,입시.검정 및 보습,,12014,경기도 남양주시 진접읍 장현리 634-4번지 장현프라자 401호,"경기도 남양주시 진접읍 장현로 77 , 401호 (진접읍, 장현프라자)",37.7176650725,127.1809707529
남양주시,교습소,타임수학교습소,보통교과,,12256,경기도 남양주시 다산동 4001-10번지 부영그린타운 301-1,"경기도 남양주시 도농로 32 , 301-1 (다산동, 부영그린타운)",37.6094099557,127.1600200474
남양주시,학원,명문일타학원,입시.검정 및 보습,,12066,경기도 남양주시 진접읍 금곡리 1082-2번지 4층 일부,"경기도 남양주시 진접읍 해밀예당1로 50-74 , 4층 일부 (진접읍)",37.7121210088,127.1873707602
남양주시,학원,이화소리숲음악학원,예능(대),,12274,"경기도 남양주시 와부읍 도곡리 993번지 쌍용아파트 202호,203호 전부","경기도 남양주시 와부읍 덕소로 204 , 202호,203호 전부 (와부읍, 쌍용아파트)",37.5789647068,127.2191637665
남양주시,학원,다산그릿학원,입시.검정 및 보습,,12285,"경기도 남양주시 다산동 6055-3번지 다산진건지구 상업2-6-1 603호, 604호","경기도 남양주시 다산중앙로146번길 22 , 603호, 604호 (다산동, 다산진건지구 상업2-6-1)",37.6258083190,127.1548117605
남양주시,학원,수학의눈학원,입시.검정 및 보습,031-523-3396,12285,경기도 남양주시 다산동 6030-2번지 405호 304호,"경기도 남양주시 다산중앙로172번길 42 , 405호 304호 (다산동)",37.6282116115,127.1567725601
남양주시,교습소,플레이팩토수학교습소,보통교과,,12276,경기도 남양주시 와부읍 도곡리 1012번지 한강우성아파트 상가 A동 209호,"경기도 남양주시 와부읍 덕소로 274 , 209호 (와부읍,한강우성아파트상가에이동)",37.5773387302,127.2253194265
남양주시,학원,문희영어학원,입시.검정 및 보습,,12111,"경기도 남양주시 별내동 1058번지 동익미라벨 1-1호, 1-2호","경기도 남양주시 별내중앙로 83 , 1-1호, 1-2호 (별내동, 동익미라벨)",37.6478439153,127.1217565810
남양주시,학원,김규리아트센터체험미술학원,예능(대),031-575-5005,12048,경기도 남양주시 오남읍 오남리 496-1번지 302호,"경기도 남양주시 오남읍 진건오남로 511 , 302호 ",37.6797468303,127.2091787210
남양주시,학원,자몽창의력학원,기타(대),031-573-8131,12102,경기도 남양주시 별내동 1097-1번지 신성프라자 6층 일부,"경기도 남양주시 별내5로5번길 15 , 6층 일부 (별내동,신성프라자)",37.6504095201,127.1124365485
남양주시,학원,판곡음악전문학원,예능(대),031-595-9330,12144,경기도 남양주시 호평동 613번지 호평마을대주파크빌상가동 2층 206호,경기도 남양주시 늘을2로 96 호평마을대주파크빌상가동 2층 206호(호평동),37.6613227877,127.2438651931
남양주시,교습소,엠조이영어교습소,보통교과,,12206,경기도 남양주시 와부읍 덕소리 196-25번지 마이다스빌딩 203호,"경기도 남양주시 와부읍 수레로 49 , 203호 (와부읍, 마이다스빌딩)",37.5884501647,127.2167494978
남양주시,학원,눈높이러닝센터호평학원,입시.검정 및 보습,031-5919-509,12152,"경기도 남양주시 호평동 674-2번지 호평 메디뷰 201호, 202호","경기도 남양주시 늘을1로 278 , 201호, 202호 (호평동, 호평 메디뷰)",37.6563624372,127.2551967022
남양주시,학원,본학원,입시.검정 및 보습,031-591-3008,12152,"경기도 남양주시 호평동 674-2번지 호평메디뷰 301, 302호","경기도 남양주시 늘을1로 278 () 호평메디뷰 301, 302호",37.6563624372,127.2551967022
남양주시,교습소,차오름국어교습소,보통교과,,12105,경기도 남양주시 별내동 931-8번지 정원프라자 401호,"경기도 남양주시 순화궁로 339 , 401호 (별내동)",37.6570327314,127.1258934011
남양주시,학원,스튜디오D코딩수학학원,종합(대),031-564-1000,12248,경기도 남양주시 다산동 6089-2번지 다산진건지구 업무1-3 305호 306호,"경기도 남양주시 다산중앙로 113 , 305호 306호 (다산동, 다산진건지구 업무1-3)",37.6232350733,127.1533051603
남양주시,학원,은피아니스트음악학원,예능(대),031-554-3363,12262,경기도 남양주시 다산동 676-6번지 금산프라자 401호,경기도 남양주시 가운로2길 59 () 401호,37.6004422342,127.1571380731
남양주시,학원,장학학원,입시.검정 및 보습,031-511-0830,12145,"경기도 남양주시 호평동 617-1번지 금강프라자 302호, 303호","경기도 남양주시 늘을3로 65-12 , 302호, 303호 (호평동, 금강프라자)",37.6602408212,127.2478824674
남양주시,학원,웰어학원,종합(대),031-565-0525,12259,경기도 남양주시 다산동 4111-6번지 진흥빌딩 3층 전체,"경기도 남양주시 경춘로 426 , 3층 전체 (다산동, 진흥빌딩)",37.6074301488,127.1611167090
남양주시,교습소,원수학교습소,보통교과,,12285,경기도 남양주시 다산동 6030번지 304호,"경기도 남양주시 다산중앙로172번길 36 , 304호 (다산동)",37.6282095325,127.1560586008
남양주시,학원,대치미래인학원,입시.검정 및 보습,031-551-2548,12255,경기도 남양주시 다산동 4065번지 부영프라자 601호,"경기도 남양주시 도농로 29 , 601호 (도농동, 부영프라자)",37.6084272017,127.1568068465
남양주시,학원,뮤엠영어진건학원,입시.검정 및 보습,031-573-0534,12138,경기도 남양주시 진건읍 용정리 794-47번지 4층 일부,경기도 남양주시 진건읍 진건오남로 50   4층일부,37.6554053306,127.1792873644
남양주시,학원,유토피아N스쿨학원,입시.검정 및 보습,031-511-6010,12157,경기도 남양주시 화도읍 묵현리 435-6번지 4층 일부,"경기도 남양주시 화도읍 먹갓로28번길 7 , 4층 일부 (화도읍)",37.6569254291,127.2754091376
남양주시,학원,퍼스트수학학원,입시.검정 및 보습,,12223,경기도 남양주시 평내동 578-2번지 평내프라자 604호,"경기도 남양주시 경춘로1256번길 10 , 604호 (평내동,평내프라자)",37.6456553139,127.2347259018
남양주시,학원,캠브리지보습학원,종합(대),031-592-5773,12239,경기도 남양주시 금곡동 651-1번지 다남프라자 404호,"경기도 남양주시 홍유릉로248번길 39 , 404호 (금곡동,다남프라자)",37.6272539363,127.2024137549
남양주시,학원,의치한학원,입시.검정 및 보습,031-575-7677,12105,경기도 남양주시 별내동 936번지 701호,"경기도 남양주시 두물로11번길 12-20 , 701호 (별내동)",37.6564571781,127.1263044254
남양주시,학원,PK대치스마트에듀학원,입시.검정 및 보습,,12105,경기도 남양주시 별내동 932-7번지 5층 일부,"경기도 남양주시 두물로11번길 40-36 , 5층 일부 (별내동)",37.6567339997,127.1254867621
남양주시,교습소,우주를닮다미술교습소,예능,,12273,경기도 남양주시 와부읍 도곡리 985번지 덕소두산위브아파트 상가동 306호,"경기도 남양주시 와부읍 덕소로 180 , 306호 (와부읍, 덕소두산위브아파트상가동)",37.5800022969,127.2158301587
남양주시,학원,소리엘어드벤쳐음악학원,예능(대),031-529-0771,12065,경기도 남양주시 진접읍 금곡리 1094-1번지 폴리프라자2 403호,경기도 남양주시 진접읍 해밀예당3로 59  폴리프라자2 403호,37.7149515365,127.1978766559
남양주시,학원,미술로생각하기다산학원,예능(대),,12248,"경기도 남양주시 다산동 6089-3번지 한강르네상스 403-2호, 404호","경기도 남양주시 다산중앙로 109 , 403-2호, 404호 (다산동, 한강르네상스)",37.6229380335,127.1534425242
남양주시,학원,뮤즈아르떼음악학원,예능(대),031-571-6658,12124,경기도 남양주시 퇴계원읍 퇴계원리 232번지 성원아파트 상가동 207호,"경기도 남양주시 퇴계원면 도제원로 20 , 207호 (퇴계원면,성원아파트 상가동)",37.6497458261,127.1449859505
남양주시,교습소,해결영어교습소,보통교과,,12064,경기도 남양주시 진접읍 금곡리 1095-2번지 폴리프라자Ⅲ 302호 일부,"경기도 남양주시 진접읍 해밀예당3로 56 , 302호 일부 (진접읍,폴리프라자Ⅲ)",37.7148989967,127.1984782096
남양주시,학원,하루의시작국어학원,입시.검정 및 보습,,12257,경기도 남양주시 다산동 3136-2번지 4층 일부,"경기도 남양주시 경춘로 470 , 4층 일부 (다산동)",37.6097131856,127.1651964930
남양주시,교습소,지니아트미술교습소,예능,,12080,경기도 남양주시 별내면 청학리 395-1번지 청송빌딩 1층 일부,"경기도 남양주시 별내면 청학로92번길 35-6 , 1층 일부 (별내면, 청송빌딩)",37.7113923314,127.1175196041
남양주시,교습소,몬스터매스사고력수학교습소,보통교과,,12248,경기도 남양주시 다산동 6079번지 204-1호,"경기도 남양주시 다산순환로 118-83 , 204-1호 (다산동)",37.6205241222,127.1479238738
남양주시,학원,다산플래뮤미술학원,예능(대),,12248,경기도 남양주시 다산동 6021번지 욱현하이브 405호,"경기도 남양주시 다산중앙로171번길 40 , 405호 (다산동)",37.6287895598,127.1479642180
남양주시,교습소,그리고봄미술교습소,보통교과,,12248,경기도 남양주시 다산동 6133번지 자연앤e편한세상자이아파트(근린생활시설) 207호,"경기도 남양주시 다산중앙로81번길 7 , 207호 (다산동, 자연앤e편한세상자이아파트(근린생활시설))",37.6203525755,127.1539191235
남양주시,학원,미리내열린음악학원,예능(대),031-571-6674,12109,경기도 남양주시 별내동 1047번지 순화궁 신안인스빌 상가동 104호,"경기도 남양주시 별내면 순화궁로 , 20 신안인스빌 상가동 104호 (별내면,순화궁)",37.6489420382,127.1129542934
남양주시,학원,삼십칠도씨예술교육학원,종합(대),031-523-3376,12102,경기도 남양주시 별내동 1097-3번지 영주프라자 5층일부(511호),"경기도 남양주시 별내5로5번길 7 , 5층일부(511호) (별내동, 영주프라자)",37.6501135723,127.1128915327
남양주시,학원,은성보습학원,입시.검정 및 보습,031-574-0889,12133,경기도 남양주시 진건읍 용정리 774-17번지 용정빌딩 3층,경기도 남양주시 진건읍 진건오남로 83  용정빌딩 3층,37.6581780870,127.1780509982
남양주시,학원,다비수학학원,입시.검정 및 보습,031-576-1582,12209,경기도 남양주시 와부읍 덕소리 141-44번지 지영빌딩 401호 일부,"경기도 남양주시 와부읍 덕소로97번길 51 , 401호 일부 (와부읍,지영빌딩)",37.5876940151,127.2171601248
남양주시,학원,영어종결센터청학학원,입시.검정 및 보습,,12084,경기도 남양주시 별내면 청학리 414번지 주공프라자 305호,"경기도 남양주시 별내면 청학로중앙길 15 , 305호 (별내면, 주공프라자)",37.7086624524,127.1178739866
남양주시,학원,어썸팩토리덕소플레이스독서실,독서실,031-576-8209,12209,경기도 남양주시 와부읍 덕소리 474-4번지 4층 일부,"경기도 남양주시 와부읍 덕소로97번길 7 , 4층 일부 (와부읍)",37.5860341120,127.2128396980
남양주시,교습소,다담음악교습소,예능,,12004,경기도 남양주시 진접읍 장현리 50-3번지 남양주장현5 2BL 행복주택 1층 1호,"경기도 남양주시 진접읍 금강로 1530-31 , 1층 1호 (진접읍, 남양주장현5 2BL 행복주택)",37.7281644217,127.1941462127
남양주시,교습소,물감놀이터미술교습소,예능,,12152,경기도 남양주시 호평동 674-1번지 호평아카데미 204호,"경기도 남양주시 호평로 134 , 204호 (호평동, 호평아카데미)",37.6563618722,127.2549246126
남양주시,학원,홍익그린미술학원,입시.검정 및 보습,,12036,경기도 남양주시 오남읍 양지리 100-14번지 4층 일부,"경기도 남양주시 오남읍 진건오남로 809 , 4층 일부 (오남읍)",37.6987293099,127.2021055948
남양주시,교습소,아이룰수학교습소,보통교과,031-848-8022,12081,경기도 남양주시 별내면 청학리 409-3번지 청학3단지 상가 204호,"경기도 남양주시 별내면 청학로68번길 23-1 , 청학3단지상가 204호 (별내면,청학3단지상가)",37.7096325450,127.1196275140
남양주시,학원,클라라의피아노학원,예능(대),,12284,경기도 남양주시 다산동 6217-5번지 다산지금지구 근생7-5 204호,"경기도 남양주시 다산지금로 140 , 204호 (다산동, 다산지금지구 근생7-5)",37.6005336579,127.1734848862
남양주시,학원,비욘드잉글리쉬지금학원,입시.검정 및 보습,,12284,경기도 남양주시 다산동 6217-3번지 다산지금푸리마타워 508호,"경기도 남양주시 다산지금로 136 , 508호 (다산동, 다산지금푸리마타워)",37.6008852732,127.1735173356
남양주시,학원,수력발전소수학학원,입시.검정 및 보습,031-521-9280,12274,경기도 남양주시 와부읍 도곡리 991-5번지 도곡빌딩 201호,"경기도 남양주시 와부읍 덕소로 196-14 , 201호 (와부읍, 도곡빌딩)",37.5782245803,127.2187361858
남양주시,학원,R모드입시미술학원,예능(대),031-575-5665,12066,경기도 남양주시 진접읍 금곡리 1082-1번지 4층 일부 및 3층 일부,"경기도 남양주시 진접읍 해밀예당1로 50-80 , 4층 일부 및 3층 일부 (진접읍)",37.7123287637,127.1875400721
남양주시,교습소,미나티쳐영어교습소,보통교과,,12276,"경기도 남양주시 와부읍 도곡리 1117번지 208호, 209호","경기도 남양주시 와부읍 덕소로 230-90 , 208호, 209호 (와부읍)",37.5762764697,127.2220390833
남양주시,학원,수학의힘학원,입시.검정 및 보습,,12285,"경기도 남양주시 다산동 6053-2번지 601호,602호","경기도 남양주시 다산순환로 356 , 601호,602호 (다산동)",37.6252060834,127.1553811646
남양주시,학원,헤세드학원,입시.검정 및 보습,031-591-4059,12225,"경기도 남양주시 평내동 550번지 평내마을금호어울림 상가동 203호, 301호, 306호","경기도 남양주시 경춘로1256번길 20 , 203호, 301호, 306호 (평내동,평내마을금호어울림 상가동)",37.6451521192,127.2354191529
남양주시,학원,다산큐이엠학원,입시.검정 및 보습,,12284,"경기도 남양주시 다산동 6193-1번지 816호, 817호, 818호, 819호, 820호","경기도 남양주시 경춘로 508-4 , 816호, 817호, 818호, 819호, 820호 (다산동)",37.6109312042,127.1688167036
남양주시,교습소,생각의집논술교습소,보통교과,,12066,경기도 남양주시 진접읍 금곡리 1080번지 신안인스빌상가1동 201호 일부,"경기도 남양주시 진접읍 해밀예당1로 64 , 201호 일부 (진접읍,신안인스빌상가1동)",37.7140176540,127.1888264133
남양주시,학원,탑매쓰수학학원,입시.검정 및 보습,,12105,경기도 남양주시 별내동 930번지 화성프라자 주건축물제1동 305호,"경기도 남양주시 순화궁로 357 , 305호 (별내동,화성프라자 주건축물제1동)",37.6585793342,127.1247292212
남양주시,학원,웅진씽크빅스마트올클래스다산학원,입시.검정 및 보습,,12285,경기도 남양주시 다산동 6130-1번지 504호,"경기도 남양주시 다산순환로 420 , 504호 (다산동)",37.6199941015,127.1577168688
남양주시,학원,도농EIE다산CLS학원,종합(대),031-567-1555,12255,"경기도 남양주시 다산동 4065번지 부영프라자 705,706호","경기도 남양주시 도농로 29 , 705,706호 (다산동, 부영프라자)",37.6084272017,127.1568068465
남양주시,학원,남양주정상어학원,국제화,031-523-3000,12150,경기도 남양주시 호평동 640번지 메인씨네마타워 604호,"경기도 남양주시 늘을2로 26 , 604호 (호평동,메인씨네마타워)",37.6550950658,127.2441133261
남양주시,학원,목동앤토피아영어학원,입시.검정 및 보습,,12284,경기도 남양주시 다산동 6217-3번지 다산지금푸리마타워 309호,"경기도 남양주시 다산지금로 136 , 309호 (다산동, 다산지금푸리마타워)",37.6008852732,127.1735173356
남양주시,학원,하늘음악학원,예능(대),031-591-8222,12145,경기도 남양주시 호평동 617-1번지 금강프라자 507호,경기도 남양주시 늘을3로 65-12   금강프라자 507호 (호평동),37.6602408212,127.2478824674
남양주시,학원,공신마석학원,입시.검정 및 보습,,12162,경기도 남양주시 화도읍 마석우리 444-1번지 2층 일부,"경기도 남양주시 화도읍 비룡로 100 , 2층 일부 (화도읍)",37.6609051741,127.3033562659
남양주시,학원,진접큐이엠2관학원,입시.검정 및 보습,031-591-6388,12055,"경기도 남양주시 진접읍 금곡리 973번지 진접프라자 701호, 702호, 703호, 704호","경기도 남양주시 진접읍 해밀예당3로 134 , 701호, 702호, 703호, 704호 (진접읍, 진접프라자)",37.7212275522,127.1954456019
남양주시,학원,수재바둑학원,기타(대),031-593-4686,12145,경기도 남양주시 호평동 617-1번지 금강프라자 501호,경기도 남양주시 늘을3로 65-12 () 금강프라자 501호,37.6602408212,127.2478824674
남양주시,교습소,나봄삼성영어교습소,보통교과,,12251,경기도 남양주시 다산동 4002-32번지 부영그린타운 201호,"경기도 남양주시 미금로 194-1 , 201호 (도농동)",37.6134258401,127.1617240162
남양주시,교습소,은솔초스마트해법수학교습소,보통교과,,12178,경기도 남양주시 화도읍 녹촌리 565번지 남양주라온프라이빗3단지 102호,"경기도 남양주시 화도읍 경춘보학2길 29 , 102호 (화도읍, 남양주 라온 프라이빗 3단지)",37.6508102581,127.2928854656
남양주시,학원,하이베스트학원,입시.검정 및 보습,,12055,경기도 남양주시 진접읍 금곡리 974-1번지 402호,"경기도 남양주시 진접읍 해밀예당3로 116 , 402호 (진접읍)",37.7200238470,127.1970277386
남양주시,교습소,송라하연과학교습소,보통교과,,12175,경기도 남양주시 화도읍 마석우리 383-2번지 중앙프라자 505호 일부,"경기도 남양주시 화도읍 비룡로 62 , 505호 일부 (화도읍, 중앙프라자)",37.6575320693,127.3021067188
남양주시,교습소,글고운독서논술교습소,보통교과,,12097,경기도 남양주시 별내동 824-2번지 별내프라자-2 401호 일부,"경기도 남양주시 덕송1로55번길 20 , 401호 일부 (별내동, 별내프라자-2)",37.6672541120,127.1175307881
남양주시,학원,에듀셀파여학생독학기숙학원,입시.검정 및 보습,031-592-4000,12193,경기도 남양주시 화도읍 금남리 136-2번지 KT 화도연구소 1층,"경기도 남양주시 화도읍 북한강로 1618 , 1층 (화도읍,KT 화도연구소)",37.6519381867,127.3693015777
남양주시,교습소,대치스마트에듀영어교습소,보통교과,031-515-5527,12020,경기도 남양주시 진접읍 부평리 751-9번지 301호 일부,"경기도 남양주시 진접읍 부평로 31 , 301호 일부 (진접읍)",37.7405340548,127.1989758053
남양주시,학원,새정음음악학원,예능(대),031-521-6066,12215,경기도 남양주시 와부읍 덕소리 567-3번지 레일스타 상가 4층 402호,경기도 남양주시 와부읍 덕소로116번길 23   레일스타상가 4층 402호,37.5849093862,127.2099558150
남양주시,학원,서연고2관학원,입시.검정 및 보습,,12105,경기도 남양주시 별내동 932-7번지 2층 일부,"경기도 남양주시 두물로11번길 40-36 , 2층 일부 (별내동)",37.6567339997,127.1254867621
남양주시,교습소,SY영어교습소,보통교과,,12249,경기도 남양주시 다산동 6176번지 다산지금지구 근생4-1 504호,"경기도 남양주시 미금로 235 , 504호 (다산동, 다산지금지구 근생4-1)",37.6113964924,127.1644184871
남양주시,학원,아이노스음악학원,예능(대),031-574-5501,12064,경기도 남양주시 진접읍 금곡리 1095-2번지 폴리프라자3 303호,"경기도 남양주시 진접읍 해밀예당3로 56 , 303호 (진접읍, 폴리프라자3)",37.7148989967,127.1984782096
남양주시,교습소,오남씽크앤아트미술교습소,예능,,12047,경기도 남양주시 오남읍 양지리 623번지 쌍용스윗닷홈아파트 107호,"경기도 남양주시 오남읍 양지로281번길 16-1 , 107호 (오남읍, 쌍용스윗닷홈아파트)",37.6990782168,127.1905904126
남양주시,학원,창의숲수학나무학원,기타(대),,12226,경기도 남양주시 평내동 603번지 씨티프라자 202호,"경기도 남양주시 의안로 129-24 , 202호 (평내동, 씨티프라자)",37.6433811734,127.2375224400
남양주시,교습소,별내피아노이야기음악교습소,예능,,12109,경기도 남양주시 별내동 483번지 미리내마을4-2단지 상가동 105호,"경기도 남양주시 별내4로 35 , 미리내마을4-2단지 상가동 105호 (별내동)",37.6468390626,127.1148355897
남양주시,학원,해결영어2관학원,입시.검정 및 보습,,12064,경기도 남양주시 진접읍 금곡리 1095-2번지 폴리프라자Ⅲ 403호,"경기도 남양주시 진접읍 해밀예당3로 56 , 403호 (진접읍, 폴리프라자Ⅲ)",37.7148989967,127.1984782096
남양주시,학원,지투수학학원,입시.검정 및 보습,031-594-2177,12145,경기도 남양주시 호평동 617-1번지 금강프라자 502호 전체,"경기도 남양주시 늘을3로 65-12 , 금강프라자 502호 전체 (호평동,금강프라자)",37.6602408212,127.2478824674
남양주시,교습소,영재들의상자미술교습소,예능,,12190,경기도 남양주시 화도읍 월산리 1527번지 화도효성해링턴플레이스 204호 일부,"경기도 남양주시 화도읍 경춘로2248번길 42 , 204호일부 (화도읍)",37.6512218054,127.3368807886
남양주시,학원,비욘드잉글리쉬진접어학원,국제화,,12064,경기도 남양주시 진접읍 금곡리 1095번지 호평프라자 403호,"경기도 남양주시 진접읍 해밀예당3로 60 , 403호 (진접읍, 호평프라자)",37.7151331370,127.1983978382
