lawd_cd,emd_name,zone_type,effective_from,effective_to,confidence,exclude,source_url
11260,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11305,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11320,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11350,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11380,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11410,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11440,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11470,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11500,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11530,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11545,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11560,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11590,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11620,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11650,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11680,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11710,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11740,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11680,,투기과열지구,2023-01-05,,VERIFIED,,https://xn--989a00af8jnslv3dba.com/wiki/투기과열지구
11650,,투기과열지구,2023-01-05,,VERIFIED,,https://xn--989a00af8jnslv3dba.com/wiki/투기과열지구
11710,,투기과열지구,2023-01-05,,VERIFIED,,https://xn--989a00af8jnslv3dba.com/wiki/투기과열지구
11170,,투기과열지구,2023-01-05,,VERIFIED,,https://xn--989a00af8jnslv3dba.com/wiki/투기과열지구
11110,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11140,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11170,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11200,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11215,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11230,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11260,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11290,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11305,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11320,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11350,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11380,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11410,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11440,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11470,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11500,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11530,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11545,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11560,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11590,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11620,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11650,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11680,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11710,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
11740,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41290,,투기과열지구,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41290,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41135,,투기과열지구,2017-09-06,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41131,,투기과열지구,2020-06-19,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41131,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41133,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41135,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41210,,투기과열지구,2018-08-28,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41210,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41450,,투기과열지구,2018-08-28,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41450,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41111,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41113,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41115,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41117,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41117,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41111,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41115,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41171,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41173,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41173,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41273,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,대부동동|대부남동|대부북동|선감동|풍도동,https://xn--989a00af8jnslv3dba.com/wiki/투기과열지구
41310,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41410,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41430,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41430,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41465,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41465,,투기과열지구,2025-10-16,,VERIFIED,,https://www.molit.go.kr/USR/NEWS/m_71/dtl.jsp?id=95091308
41463,,투기과열지구,2020-06-19,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41591,청계동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41591,영천동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41591,오산동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41591,신동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41591,중동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41591,목동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41591,산척동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41591,장지동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41591,송동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41591,방교동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41591,금곡동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41593,청계동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41593,영천동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41593,오산동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41593,신동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41593,중동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41593,목동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41593,산척동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41593,장지동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41593,송동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41593,방교동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41593,금곡동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41595,청계동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41595,영천동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41595,오산동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41595,신동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41595,중동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41595,목동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41595,산척동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41595,장지동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41595,송동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41595,방교동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41595,금곡동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41597,청계동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41597,영천동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41597,오산동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41597,신동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41597,중동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41597,목동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41597,산척동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41597,장지동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41597,송동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41597,방교동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41597,금곡동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41590,청계동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41590,영천동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41590,오산동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41590,신동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41590,중동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41590,목동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41590,산척동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41590,장지동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41590,송동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41590,방교동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
41590,금곡동,투기과열지구,2020-06-19,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
28185,,투기과열지구,2020-06-19,2022-09-26,VERIFIED,,https://xn--989a00af8jnslv3dba.com/wiki/투기과열지구
28200,,투기과열지구,2020-06-19,2022-09-26,VERIFIED,,https://xn--989a00af8jnslv3dba.com/wiki/투기과열지구
28260,,투기과열지구,2020-06-19,2022-09-26,VERIFIED,,https://xn--989a00af8jnslv3dba.com/wiki/투기과열지구
11680,,투기지역,2017-08-03,,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11650,,투기지역,2017-08-03,,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11710,,투기지역,2017-08-03,,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11740,,투기지역,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11170,,투기지역,2017-08-03,,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11200,,투기지역,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11350,,투기지역,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11440,,투기지역,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11470,,투기지역,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11560,,투기지역,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11500,,투기지역,2017-08-03,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11110,,투기지역,2018-08-28,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11140,,투기지역,2018-08-28,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11230,,투기지역,2018-08-28,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11590,,투기지역,2018-08-28,2023-01-05,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11680,개포동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11680,대치동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11680,도곡동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11680,삼성동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11680,압구정동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11680,역삼동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11680,일원동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11680,청담동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11650,잠원동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11650,반포동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11650,방배동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11650,서초동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11710,잠실동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11710,가락동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11710,마천동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11710,송파동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11710,신천동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11710,문정동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11710,방이동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11710,오금동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11740,길동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11740,둔촌동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11560,여의도동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11440,아현동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11170,한남동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11170,보광동,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11200,성수동1가,분양가상한제,2019-11-08,2019-12-17,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11680,,분양가상한제,2019-12-17,,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11650,,분양가상한제,2019-12-17,,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11710,,분양가상한제,2019-12-17,,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11170,,분양가상한제,2019-12-17,,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11740,,분양가상한제,2019-12-17,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11560,,분양가상한제,2019-12-17,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11440,,분양가상한제,2019-12-17,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11200,,분양가상한제,2019-12-17,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11590,,분양가상한제,2019-12-17,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11470,,분양가상한제,2019-12-17,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11140,,분양가상한제,2019-12-17,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11215,,분양가상한제,2019-12-17,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11410,,분양가상한제,2019-12-17,2022-11-14,VERIFIED,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11500,방화동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11500,공항동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11500,마곡동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11500,등촌동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11500,화곡동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11350,상계동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11350,월계동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11350,중계동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11350,하계동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11230,이문동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11230,휘경동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11230,제기동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11230,용두동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11230,청량리동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11230,답십리동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11230,회기동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11230,전농동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,성북동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,정릉동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,장위동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,돈암동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,길음동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,동소문동2가,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,동소문동3가,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,보문동1가,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,안암동3가,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,동선동4가,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,삼선동1가,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,삼선동2가,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11290,삼선동3가,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
11380,불광동,분양가상한제,2019-12-17,2022-11-14,PROXY,,https://www.korea.kr/special/policyCurationView.do?newsId=148868829
